,index,zcr,type,normalized_zcr
131,131,0.0632984960717814,fin,-0.4070958843528872
132,132,0.0578734336485122,fin,-0.5011887068217044
133,133,0.1530850817050252,fin,1.1501715907334262
134,134,0.0586630639250147,fin,-0.48749328073697007
135,135,0.0956016930250021,fin,0.15317397780715022
136,136,0.0898550245910883,fin,0.05350318868956366
137,137,0.070923690304712,fin,-0.2748437568617845
138,138,0.1400842512095416,fin,0.9246838930229253
139,139,0.0672475894078098,fin,-0.3386024165937106
140,140,0.1728439843282103,fin,1.4928719638623398
141,141,0.060676688285068,fin,-0.45256877947838253
142,142,0.1121539096214941,fin,0.44025726942033677
143,143,0.0902846194338053,fin,0.06095412438680333
144,144,0.0635883254880035,fin,-0.40206905411958754
145,145,0.1018111531933148,fin,0.2608714728144342
146,146,0.0580203829260615,fin,-0.4986400039302757
147,147,0.0479356922339974,fin,-0.6735498827311736
148,148,0.1140870702802203,fin,0.4737862002368809
149,149,0.1072575021739844,fin,0.3553334914528397
150,150,0.0643382835246267,fin,-0.38906170731075107
151,151,0.1707610827187697,fin,1.456745911097217
152,152,0.0680452117041961,fin,-0.32476837612089693
153,153,0.0909618594928791,fin,0.07270024335750505
154,154,0.0594596594238459,fin,-0.47367704914311953
155,155,0.0520603179465979,fin,-0.6020119639670672
156,156,0.0888729066249321,fin,0.03646923696274023
157,157,0.0581185354445225,fin,-0.49693763688380527
158,158,0.0875399422314432,fin,0.013350169890655768
159,159,0.0727426240703573,fin,-0.2432959886445363
160,160,0.2169189204594918,fin,2.2573120416275683
161,161,0.1048387405885891,fin,0.31338224984632407
162,162,0.0689451388600799,fin,-0.3091599499855134
163,163,0.0939252573710221,fin,0.12409771101734259
164,164,0.0965481697133293,fin,0.16958976366496142
165,165,0.1481193291914204,fin,1.064045085039666
166,166,0.0956481405666896,fin,0.15397956859175943
167,167,0.0398458342067897,fin,-0.8138611853047731
168,168,0.1463547246530652,fin,1.0334396083463548
169,169,0.0723450113846747,fin,-0.2501922226279118
170,170,0.0679591922210408,fin,-0.326260306595775
171,171,0.0722045678467977,fin,-0.25262808932313585
172,172,0.0871965980955532,fin,0.007395175034663284
173,173,0.0768794275638533,fin,-0.17154685723687593
174,174,0.0506124974967076,fin,-0.6271231059096807
175,175,0.1318459069007076,fin,0.7817972296062521
176,176,0.0876648022039305,fin,0.015515753677179198
177,177,0.1739224757723234,fin,1.5115774267801139
178,178,0.1469956128685562,fin,1.044555237324908
179,179,0.1296441738048325,fin,0.7436101517165467
180,180,0.0963336295064757,fin,0.16586875697030762
181,181,0.0724469250813126,fin,-0.24842462133289978
182,182,0.0516604415132004,fin,-0.6089474606160553
183,183,0.0465485068658987,fin,-0.6976093637819365
184,184,0.1680620472179725,fin,1.4099335708144103
185,185,0.0673646162953469,fin,-0.3365726906119639
186,186,0.0501986592161384,fin,-0.6343007582252338
187,187,0.0687542067219813,fin,-0.3124714959866517
188,188,0.078713074731438,fin,-0.139743898312391
189,189,0.0614198774975888,fin,-0.4396788318282835
190,190,0.1335763107985258,fin,0.8118095269870886
191,191,0.1192531466193787,fin,0.5633871422934822
192,192,0.1411106630262953,fin,0.9424860817017983
193,193,0.077964869244854,fin,-0.15272084871896693
194,194,0.0761965051707294,fin,-0.1833915311747408
195,195,0.1725555094890296,fin,1.4878686275480282
196,196,0.057519716007271,fin,-0.5073236207866834
197,197,0.0976859847105097,fin,0.1893241401898931
198,198,0.1250575058162212,fin,0.6640585257435977
199,199,0.0781423163910706,fin,-0.1496431877588015
200,200,0.0790026289077452,fin,-0.1347218418675621
201,201,0.0945011851306145,fin,0.13408665938515438
202,202,0.1478177202106625,fin,1.058813948866978
203,203,0.0715428398301204,fin,-0.2641051658870473
204,204,0.1127421326935291,fin,0.45045946891054994
205,205,0.1542313984245993,fin,1.170053421977485
206,206,0.1557802921708892,fin,1.1969175892297566
207,207,0.115698344366891,fin,0.5017322983196288
208,208,0.0902630761610688,fin,0.06058047572088233
209,209,0.0589123235448547,fin,-0.4831700970888607
210,210,0.1189539606737739,fin,0.558198031483584
211,211,0.0821963763554339,fin,-0.07932916835349008
212,212,0.056941651606134,fin,-0.5173496272780427
213,213,0.2931745053027515,fin,3.579896492663041
214,214,0.2450516365330528,fin,2.745248668443386
215,215,0.0594734689644114,fin,-0.4734375350974872
216,216,0.1210862307676247,fin,0.5951803361545356
217,217,0.1290496938007394,fin,0.7332994313741463
218,218,0.1549843465909361,fin,1.1831126298935954
219,219,0.0743130082264542,fin,-0.2160590895862529
220,220,0.0720504890912427,fin,-0.2553004465904862
221,221,0.0325084527333577,fin,-0.941121459657448
222,222,0.0459551340124259,fin,-0.7079008815938157
223,223,0.0741563198112306,fin,-0.2187767090505596
224,224,0.0588162930042886,fin,-0.48483566033958275
225,225,0.0508771224926083,fin,-0.6225334236503028
226,226,0.0459678281958286,fin,-0.7076807124137943
227,227,0.0531714041199949,fin,-0.5827411748213819
228,228,0.1385718147373861,fin,0.8984520443607797
229,229,0.0741447416062538,fin,-0.2189775225897212
230,230,0.139568128519588,fin,0.9157322097335987
231,231,0.0491433733453353,fin,-0.6526037413705394
232,232,0.0814490310492969,fin,-0.09229119970480441
233,233,0.0647088058647655,fin,-0.3826353309760061
234,234,0.0638550619028278,fin,-0.39744275120031025
235,235,0.1655665705739348,fin,1.3666517755975691
236,236,0.1079344091188047,fin,0.36707383285678324
237,237,0.1547807110473513,fin,1.1795807547637018
238,238,0.1610978077521029,fin,1.2891451085689347
239,239,0.0609403616283088,fin,-0.4479956027774285
240,240,0.0768610701930743,fin,-0.1718652493022454
241,241,0.0873512485590965,fin,0.01007744806224819
242,242,0.0704229734838008,fin,-0.2835282392255389
243,243,0.0733453781332498,fin,-0.2328417622030411
244,244,0.0517995711416006,fin,-0.6065343824975322
245,245,0.0523808980804114,fin,-0.5964517902281324
246,246,0.0627180461700146,fin,-0.4171632652045297
247,247,0.0431611850613453,fin,-0.7563594102023298
248,248,0.0180292148143053,fin,-1.1922508028254797
249,249,0.1001505959020168,fin,0.23207060192689768
250,250,0.0293971177120253,fin,-0.9950847638486698
251,251,0.1115524872206151,fin,0.42982613945730563
252,252,0.056853722229048,fin,-0.5188746831432914
253,253,0.0909947770146223,fin,0.07327116812994844
254,254,0.0654566489263541,fin,-0.36966466650461216
255,255,0.0854608062309799,fin,-0.02271057177768238
256,256,0.0819045436302466,fin,-0.08439074417681358
257,257,0.08430652692914,fin,-0.04273050684084496
258,258,0.0581507166873102,fin,-0.49637948220682665
259,259,0.0771437404649471,fin,-0.16696258798088276
260,260,0.0768054388463497,fin,-0.1728301249152165
261,261,0.1456746706714878,fin,1.021644684423762
262,262,0.036533873134221,fin,-0.8713041676911486
263,263,0.0651474558929009,fin,-0.37502734124186893
264,264,0.1821203347709444,fin,1.6537619089481204
265,265,0.070207256168403,fin,-0.287269661807907
266,266,0.0540097111771846,fin,-0.568201493809016
267,267,0.1299720461847204,fin,0.7492968028969824
268,268,0.0704014639680584,fin,-0.28390130240679556
269,269,0.0985151174079094,fin,0.2037047001932025
270,270,0.059379110733668,fin,-0.4750740936402477
271,271,0.0951740210029211,fin,0.14575639170234417
272,272,0.0980973280966281,fin,0.19645852080784695
273,273,0.1473057833672673,fin,1.0499348653168568
274,274,0.0848266114057465,fin,-0.03371010992960823
275,275,0.1157043499543386,fin,0.5018364598258827
276,276,0.1212649851655348,fin,0.5982806702181461
277,277,0.0654591515660285,fin,-0.369621260473084
278,278,0.0448455256237476,fin,-0.7271460398942988
279,279,0.2059492708563252,fin,2.0670533474181307
280,280,0.0636261706496333,fin,-0.4014126638706454
281,281,0.0514164893400101,fin,-0.6131785913813755
282,282,0.0447526064773018,fin,-0.7287576388158112
283,283,0.020630050657524,fin,-1.1471416471746874
284,284,0.1158583041567068,fin,0.5045066568303678
285,285,0.0559092443436384,fin,-0.5352558015644167
286,286,0.0517263663362483,fin,-0.6078040539255206
287,287,0.1313236127141863,fin,0.7727385072663846
288,288,0.0984606294006836,fin,0.20275965477426208
289,289,0.1274776450031763,fin,0.7060336606086394
290,290,0.0692124682809076,fin,-0.3045233619111084
291,291,0.0572137256371386,fin,-0.5126307482126358
292,292,0.1433914149123611,fin,0.9820436693510272
293,293,0.0511501219068,fin,-0.617798494646822
294,294,0.173715340146036,fin,1.5079848458675646
295,295,0.2135615903125317,fin,2.199082173500676
296,296,0.2115190682622293,fin,2.1636564678270567
297,297,0.0598298135552216,fin,-0.4672570590577991
298,298,0.1733171332706796,fin,1.501078306199364
299,299,0.0979899557928244,fin,0.1945962448870141
300,300,0.0473304942342234,fin,-0.6840464970571157
301,301,0.10571925505832,fin,0.3286539804214883
302,302,0.098332978261169,fin,0.20054566070909305
303,303,0.0707062268720089,fin,-0.2786154642764361
304,304,0.1113615215376571,fin,0.4265140116507881
305,305,0.0706122904442823,fin,-0.28024470702570353
306,306,0.1541606413200497,fin,1.1688262037157675
307,307,0.0802566051069233,fin,-0.11297275389701585
308,308,0.0643884005202423,fin,-0.3881924731520982
309,309,0.0622688768765865,fin,-0.42495370212258193
310,310,0.0585070638399985,fin,-0.4901989617336699
311,311,0.0832380913197994,fin,-0.06126156035975834
312,312,0.1343661479411586,fin,0.82550854097857
313,313,0.1047550357305086,fin,0.3119304644590511
314,314,0.0991630605288914,fin,0.21494269015456252
315,315,0.1472425327636301,fin,1.0488378405538692
316,316,0.0771917318253173,fin,-0.16613022105142916
317,317,0.2927242460557156,fin,3.572087151481164
318,318,0.0547879079751896,fin,-0.554704371112986
319,319,0.0744872908058919,fin,-0.21303631518717836
320,320,0.0607151094591245,fin,-0.45190239881259786
321,321,0.0866456404328346,fin,-0.0021606894884174162
322,322,0.0704640234379391,fin,-0.282816264736449
323,323,0.1349366092696212,fin,0.8354026790209508
324,324,0.0792012455729911,fin,-0.13127701466296213
325,325,0.0977146296816713,fin,0.18982096141992585
326,326,0.1836296509123511,fin,1.6799396382832827
327,327,0.0585371909761115,fin,-0.48967643368724306
328,328,0.0735375718709002,fin,-0.2295083348937459
329,329,0.0937831353074238,fin,0.12163273180499308
330,330,0.0774141511526601,fin,-0.16227255810702979
331,331,0.0745682150953345,fin,-0.21163275625903086
332,332,0.0721846076089944,fin,-0.2529742816736618
333,333,0.0763939880416728,fin,-0.17996636861133714
334,334,0.0715576727420855,fin,-0.26384790238603356
335,335,0.1006756248297514,fin,0.24117675589047824
336,336,0.0844846471150716,fin,-0.03964117261289412
337,337,0.0748996265232563,fin,-0.20588472347735615
338,338,0.0995120623689374,fin,0.2209958127943847
339,339,0.0831702047099287,fin,-0.062438992476147565
340,340,0.1002567339274618,fin,0.23391147040106522
341,341,0.073847257928683,fin,-0.22413710909345985
342,342,0.0623895481090854,fin,-0.4228607682592015
343,343,0.0570880910018821,fin,-0.5148097678273079
344,344,0.0682223651330081,fin,-0.32169580942462195
345,345,0.0578760096987525,fin,-0.5011440275500167
346,346,0.0919775966513943,fin,0.09031728970174913
347,347,0.1301685815539073,fin,0.7527055318956435
348,348,0.066166843741368,fin,-0.35734697696785134
349,349,0.1254842050083272,fin,0.6714592389885198
350,350,0.2309740345442184,fin,2.5010853388122682
351,351,0.0724192542817305,fin,-0.24890454643412654
352,352,0.0905588462741838,fin,0.06571034199219825
353,353,0.1115597767272481,fin,0.4299525693856621
354,354,0.0842880616811188,fin,-0.043050769939836926
355,355,0.0968484804687792,fin,0.17479838328873257
356,356,0.0693557877093553,fin,-0.30203761548367186
357,357,0.0642014917155558,fin,-0.39143423805821126
358,358,0.2123532613601397,fin,2.178124795920339
359,359,0.1147750505900129,fin,0.48571859918471594
360,360,0.0639123142593436,fin,-0.39644976063222825
361,361,0.0791188388576974,fin,-0.13270628493257433
362,362,0.084116401306043,fin,-0.0460280645655463
363,363,0.0753548230443682,fin,-0.19798974972264022
364,364,0.0687069738904635,fin,-0.31329070691621486
365,365,0.1354939382937219,fin,0.8450690490697997
366,366,0.0659332784021844,fin,-0.36139795745065806
367,367,0.0890727987236998,fin,0.03993618541324953
368,368,0.0457164520182861,fin,-0.7120406058492955
369,369,0.0744287632778287,fin,-0.2140514224574596
370,370,0.070989713201235,fin,-0.2736986491751394
371,371,0.0712132403751214,fin,-0.26982177163005566
372,372,0.2028504902220986,fin,2.0133077877660477
373,373,0.0814907541115806,fin,-0.09156755076106567
374,374,0.0640275981853303,fin,-0.39445026474903844
375,375,0.0595674656331539,fin,-0.4718072475220461
376,376,0.0884248499075571,fin,0.028698096674455584
377,377,0.1031619714247801,fin,0.28430019862885786
378,378,0.146345092356205,fin,1.0332725448311872
379,379,0.0704592498155628,fin,-0.2828990589179242
380,380,0.0760977800935506,fin,-0.18510382873658288
381,381,0.0800048348390393,fin,-0.11733948247461266
382,382,0.0896405365369091,fin,0.04978308653608394
383,383,0.055770059294523,fin,-0.5376698409053385
384,384,0.0638326491512682,fin,-0.3978314801934533
385,385,0.1735626415659984,fin,1.5053364265017168
386,386,0.0883650940752798,fin,0.027661685573667567
387,387,0.0776382837858465,fin,-0.15838517941560293
388,388,0.0707139334396312,fin,-0.27848180080078316
389,389,0.062435438460175,fin,-0.4220648414437635
390,390,0.0764044947853243,fin,-0.17978413860401313
391,391,0.0961426932651263,fin,0.16255713980197906
392,392,0.0990639857071287,fin,0.2132243265878572
393,393,0.0532139693559319,fin,-0.582002919134003
394,394,0.0772714332745569,fin,-0.1647478711854362
395,395,0.0765505152476298,fin,-0.1772515451765909
396,396,0.0711988248369273,fin,-0.270071796158856
397,397,0.0502304381645116,fin,-0.6337495809826089
398,398,0.0600063634867017,fin,-0.46419495947929723
399,399,0.1485325030085665,fin,1.071211212835494
400,400,0.0721812254270991,fin,-0.2530329425729847
401,401,0.0524086220333209,fin,-0.5959709432303065
402,402,0.1125892388323942,fin,0.44780766256992005
403,403,0.0967182716273743,fin,0.1725400281874841
404,404,0.2351246843183482,fin,2.5730746214889617
405,405,0.1830258840281102,fin,1.6694678453675444
406,406,0.0414208567235618,fin,-0.7865438380574172
407,407,0.1643894605200599,fin,1.3462358616994266
408,408,0.0666350482583597,fin,-0.34922639123828647
409,409,0.1101774596335256,fin,0.4059775241700786
410,410,0.0741821963478017,fin,-0.21832790382552675
411,411,0.133852381587905,fin,0.8165977262274264
412,412,0.0704280299267598,fin,-0.2834405397757365
413,413,0.066459361427965,fin,-0.3522735211056835
414,414,0.1539089262485504,fin,1.1644604324697594
415,415,0.0536855711308244,fin,-0.5738234110253759
416,416,0.0626457725377643,fin,-0.4184167862735843
417,417,0.1207686456766995,fin,0.5896721087374653
418,418,0.2158321526336979,fin,2.238463032322414
419,419,0.1311749233282171,fin,0.7701596237613784
420,420,0.1494825282651517,fin,1.0876885454142586
421,421,0.0599334518768285,fin,-0.4654595456957229
422,422,0.1111031013095508,fin,0.42203194550141737
423,423,0.0680192149485702,fin,-0.325219266437178
424,424,0.076043053074403,fin,-0.18605301960207712
425,425,0.0470252387306612,fin,-0.6893408788841545
426,426,0.0625469321920268,fin,-0.4201310830647778
427,427,0.0714439574036408,fin,-0.26582019253081884
428,428,0.04844894523804,fin,-0.6646479715598242
429,429,0.0639130677302162,fin,-0.39643669235844275
430,430,0.0555778069467079,fin,-0.5410042847551622
431,431,0.054837409787032,fin,-0.5538458067629071
432,432,0.0565268306785987,fin,-0.5245443227203503
433,433,0.1904098471557652,fin,1.7975360365659883
434,434,0.0733704672598127,fin,-0.23240661389553882
435,435,0.1461891011290607,fin,1.030567017466299
436,436,0.0864415511281953,fin,-0.005700434695190224
437,437,0.1724555100210839,fin,1.4861342268259217
438,438,0.0866535111534886,fin,-0.0020241789262491067
439,439,0.0898699795519842,fin,0.05376256901937713
440,440,0.0645323098990423,fin,-0.3856964945670508
441,441,0.1653073640471255,fin,1.362156071805256
442,442,0.0705913409474305,fin,-0.280608057183599
443,443,0.0640190321676157,fin,-0.3945988346126085
444,444,0.0568574848858749,fin,-0.5188094232488971
445,445,0.1688314867723319,fin,1.4232788070052957
446,446,0.07513601988554,fin,-0.20178469348050984
447,447,0.0515156430061732,fin,-0.6114588603295447
448,448,0.1425431306686317,fin,0.9673309430225756
449,449,0.1438157563097775,fin,0.9894034887702496
450,450,0.0705659374973531,fin,-0.28104865714941246
451,451,0.0808928969812083,fin,-0.10193684431768033
452,452,0.249245129249714,fin,2.8179810233782634
453,453,0.1660416980648969,fin,1.3748924340765198
454,454,0.1323299663555291,fin,0.7901928049551206
455,455,0.1175226972003777,fin,0.5333740553887215
456,456,0.1210325639694929,fin,0.5942495338678325
457,457,0.0736152446707305,fin,-0.22816117012496073
458,458,0.1162948414349733,fin,0.512078002820558
459,459,0.0440083130242976,fin,-0.7416667385227276
460,460,0.0503852191121922,fin,-0.6310650448251632
461,461,0.0848848088949083,fin,-0.032700726886872165
462,462,0.2043002843166943,fin,2.0384531607988112
463,463,0.0773220485945542,fin,-0.16386999403912347
464,464,0.0970765867715944,fin,0.17875468170158582
465,465,0.0651320439302226,fin,-0.3752946478560686
466,466,0.1351129739648766,fin,0.83846156584394
467,467,0.0797907503650468,fin,-0.12105258489317734
468,468,0.049199368538601,fin,-0.6516325551669563
469,469,0.0425887710318483,fin,-0.7662874160857469
470,470,0.0823845490813255,fin,-0.07606548187223447
471,471,0.0719581774634416,fin,-0.25690150864817624
472,472,0.1629985483419714,fin,1.3221117424853785
473,473,0.0620785482848684,fin,-0.42825478015524343
474,474,0.1072803005162212,fin,0.3557289081690547
475,475,0.0386656111074706,fin,-0.834331092172851
476,476,0.0620194984146872,fin,-0.42927894697919267
477,477,0.19951879452914,fin,1.9555225261600133
478,478,0.1295441182951132,fin,0.7418747790003425
479,479,0.0855790215233961,fin,-0.020660233983465216
480,480,0.045230474131009,fin,-0.7204694546815601
481,481,0.0606811969127092,fin,-0.45249058139196024
482,482,0.1857588686117971,fin,1.716869001921961
483,483,0.0847670630912999,fin,-0.03474292182049239
484,484,0.0703031128893296,fin,-0.2856071133023076
485,485,0.080771947838366,fin,-0.10403459828570903
486,486,0.0692671515323497,fin,-0.3035749301570533
487,487,0.0932982386555522,fin,0.11322263602718566
488,488,0.0679375689683689,fin,-0.3266353424416536
489,489,0.095649834333071,fin,0.15400894544441004
490,490,0.0470895691517185,fin,-0.6882251256603896
491,491,0.0845815386664081,fin,-0.03796067590569882
492,492,0.0638232183539205,fin,-0.3979950488810263
493,493,0.0847894356471218,fin,-0.034354889986223706
494,494,0.0687348603926323,fin,-0.3128070406478618
495,495,0.1733334478749721,fin,1.5013612683195339
496,496,0.0596860609586956,fin,-0.46975031839548637
497,497,0.0541083149831084,fin,-0.5664912995878872
498,498,0.1463793021307062,fin,1.0338658825640463
499,499,0.1921139003846932,fin,1.827091305323673
500,500,0.0684355801247336,fin,-0.31799778739301043
501,501,0.1000980494445876,fin,0.23115923094081564
502,502,0.0569137920342061,fin,-0.517832826465618
503,503,0.0968727847295148,fin,0.17521991880523133
504,504,0.0864355430972796,fin,-0.005804638581197563
505,505,0.067481663351988,fin,-0.33454261481527064
506,506,0.0778011371742705,fin,-0.1555606340426872
507,507,0.0719682037369492,fin,-0.2567276119628352
508,508,0.1170099758259628,fin,0.5244813648545329
509,509,0.1209423656761646,fin,0.592685125693518
510,510,0.0951714724665734,fin,0.14571218963434737
511,511,0.1656338970672774,fin,1.3678194929971628
512,512,0.0817684526131911,fin,-0.08675112031782901
513,513,0.1624077172535989,fin,1.3118643093003075
514,514,0.0351027119559822,fin,-0.8961263695686227
515,515,0.1130393878635713,fin,0.4556150921569759
516,516,0.0829066631021136,fin,-0.0670098843447704
517,517,0.0343954878810204,fin,-0.908392534294328
518,518,0.0448881181655451,fin,-0.7264073106113584
519,519,0.0767847866732247,fin,-0.17318831826081021
520,520,0.0953629442304372,fin,0.14903309495845082
521,521,0.0934577418698204,fin,0.1159890756461972
522,522,0.0452179765159433,fin,-0.720686214560786
523,523,0.0679622798819433,fin,-0.3262067538978564
524,524,0.0645055667834079,fin,-0.38616032982558307
525,525,0.0648701089184458,fin,-0.379837674763145
526,526,0.1644612795937417,fin,1.3474814988594401
527,527,0.0539834053291902,fin,-0.5686577450540915
528,528,0.0818363430530384,fin,-0.08557362177394456
529,529,0.053336498255913,fin,-0.5798777657009715
530,530,0.2222089812933624,fin,2.349063383097051
531,531,0.0499612467225503,fin,-0.6384184641368282
532,532,0.0727761625901035,fin,-0.2427142932209388
533,533,0.0714893450236155,fin,-0.26503298513386003
534,534,0.0739136906150652,fin,-0.22298489397072224
535,535,0.0857216984033584,fin,-0.018185631980893603
536,536,0.0575271925826867,fin,-0.507193946318746
537,537,0.067269759128491,fin,-0.33821790275230446
538,538,0.0503978175283582,fin,-0.6308465366416239
539,539,0.0955888615330544,fin,0.1529514271340619
540,540,0.081668918641905,fin,-0.08847744741955409
541,541,0.0580365476026027,fin,-0.4983596421719422
542,542,0.0747648362602506,fin,-0.20822253921070533
543,543,0.0526776265104611,fin,-0.5913053028125476
544,544,0.0429988227079849,fin,-0.7591754390142441
545,545,0.2382547998335212,fin,2.627363656434035
546,546,0.0654517922889102,fin,-0.3697489005076799
547,547,0.1818351121619343,fin,1.648814979637488
548,548,0.0453667967918921,fin,-0.71810506088695
549,549,0.2089515501909234,fin,2.119125178927475
