loss,accuracy,val_loss,val_accuracy,lr
1.7102201,0.30874062,1.7580209,0.2958699,0.0005
1.4714415,0.41889882,1.8283315,0.33177996,0.0005
1.3348708,0.47540727,2.0549037,0.2773209,0.0005
1.2599068,0.5035636,2.0924459,0.27179277,0.0005
1.2172854,0.52126414,1.9417696,0.27974233,0.0005
1.1798309,0.53551847,1.9567223,0.2915296,0.0005
1.1527412,0.543703,2.1586778,0.2521473,0.0005
1.1286058,0.5530232,1.9961292,0.3104441,0.0005
1.103744,0.5619909,2.0503292,0.30212903,0.0005
1.0750813,0.5766761,1.9419928,0.3192617,0.0005
1.0523654,0.5838816,1.7441576,0.37061405,0.0005
1.0322104,0.5921836,1.7777439,0.36357823,0.0005
1.0120473,0.60228693,1.7699142,0.36883223,0.0005
0.98206156,0.6138784,1.6761227,0.36796418,0.0005
0.9647081,0.62198466,1.4734986,0.43873355,0.0005
0.9410701,0.63153976,1.8120279,0.38080227,0.0005
0.9175474,0.6401551,1.7137849,0.3852796,0.0005
0.89739454,0.6463033,1.7150815,0.39176717,0.0005
0.87901926,0.65452695,1.4173275,0.46582603,0.0005
0.85228926,0.66768485,1.5755912,0.4275859,0.0005
0.83483654,0.67340225,1.5694966,0.43603802,0.0005
0.8155379,0.6813127,1.5708759,0.44334796,0.0005
0.7863772,0.69345236,1.4345992,0.4751919,0.0005
0.77694917,0.69682014,1.5427933,0.46747077,0.0005
0.7491231,0.70711935,1.6547248,0.43521565,0.0005
0.74140114,0.7111921,1.5402948,0.45974964,0.0005
0.7198522,0.7206297,1.5426993,0.4775676,0.0005
0.6974422,0.73296523,1.8036993,0.4414748,0.0005
0.6773934,0.7370771,1.7293783,0.45088634,0.0005
0.66309863,0.74404764,1.5810071,0.47994336,0.0005
0.6382875,0.7532503,1.5336353,0.4751919,0.0005
0.6264504,0.75967264,1.611452,0.47254205,0.0005
0.61044073,0.7663299,1.794794,0.45828766,0.0005
0.60818243,0.7655467,1.6499562,0.4755574,0.0005
0.5890848,0.77153826,1.4852408,0.49013156,0.0005
0.57038367,0.78121084,1.5324798,0.49904057,0.0005
0.54964185,0.7862625,1.8153157,0.46107456,0.0005
