loss,accuracy,val_loss,val_accuracy,lr
1.6641258,0.3267544,1.6781046,0.3085252,0.0005
1.4321313,0.43515038,1.3828638,0.44586074,0.0005
1.3257687,0.48218203,1.3315289,0.4812226,0.0005
1.2519956,0.5149201,1.2439202,0.5391996,0.0005
1.1962919,0.5357534,1.2447746,0.53426534,0.0005
1.1355332,0.5606203,1.2381902,0.50986844,0.0005
1.1035566,0.5706845,1.2352052,0.5176809,0.0005
1.0580484,0.5877585,1.3036662,0.47341007,0.0005
1.0328338,0.5989975,1.7985072,0.38445723,0.0005
0.97586644,0.615484,1.3041909,0.4961623,0.0005
0.9477063,0.63013,1.407079,0.4716283,0.0005
0.9078056,0.64344454,1.4655852,0.46011513,0.0005
0.87121737,0.6598136,1.2309287,0.5130209,0.0005
0.8329712,0.6759868,1.1399058,0.5858004,0.0005
0.79784,0.6876175,1.3904469,0.5260417,0.0005
0.77795315,0.69572365,1.2576941,0.5393366,0.0005
0.73615766,0.7165962,1.186435,0.57044953,0.0005
0.70599586,0.7251723,1.4375798,0.51726973,0.0005
0.66306543,0.7464756,1.3711064,0.51754385,0.0005
0.6264669,0.7607691,1.4400004,0.52042216,0.0005
0.5876399,0.7757284,1.4808688,0.5390625,0.0005
0.54337204,0.7946037,1.2952695,0.5651041,0.0005
0.5137585,0.80780077,1.7403734,0.5010965,0.0005
0.49455297,0.8148888,1.3677218,0.537966,0.0005
0.4667843,0.8263236,1.3719008,0.54879385,0.0005
0.42641073,0.8433584,1.3837075,0.5597588,0.0005
0.39853027,0.8509163,1.6794218,0.48492324,0.0005
0.39244682,0.8536967,1.6506525,0.5130209,0.0005
0.36258578,0.8685777,1.7059525,0.5169956,0.0005
0.3551589,0.86983085,1.6302891,0.53947365,0.0005
0.32243434,0.88361526,1.6875553,0.5326206,0.0005
0.31937677,0.88212717,1.8307962,0.49602523,0.0005
0.30487955,0.8880404,1.7027396,0.52398574,0.0005
0.30076903,0.88921523,1.6588713,0.54618967,0.0005
0.2745672,0.8997494,1.8420441,0.5285088,0.0005
0.2748531,0.89963186,1.8940823,0.540159,0.0005
0.24786358,0.9096961,1.8632178,0.53947365,0.0005
0.23493269,0.91651,2.1104474,0.5117873,0.0005
0.24597107,0.9112625,1.7750673,0.55112386,0.0005
0.23279275,0.9162359,1.8679127,0.5433114,0.0005
0.2254112,0.91925126,2.0002918,0.5420779,0.0005
0.21319795,0.9230498,1.9866121,0.529057,0.0005
0.1963306,0.9303336,2.0313907,0.5256305,0.0005
0.20511739,0.9271617,1.9160612,0.54002196,0.0005
0.19347778,0.9295113,2.0361075,0.5534539,0.0005
0.18970709,0.9313127,2.0578804,0.52782345,0.0005
0.17549434,0.93785244,2.0595002,0.53741777,0.0005
0.17563367,0.93706924,2.0575228,0.508909,0.0005
0.16130324,0.94337404,2.3883386,0.49588817,0.0005
0.17048001,0.9409461,2.207427,0.5470121,0.0005
0.15006855,0.94725096,2.1447835,0.5117873,0.0005
0.16007455,0.943609,2.0916166,0.5408443,0.0005
0.150524,0.94717264,2.1455855,0.5471491,0.0005
0.080937274,0.9727052,2.2267337,0.54646385,0.00020000001
0.061329067,0.97889256,2.4534986,0.5466009,0.00020000001
0.0564014,0.9808506,2.5644884,0.55304277,0.00020000001
0.05301627,0.98194706,2.6089358,0.5614035,0.00020000001
0.056820154,0.98077226,2.5584786,0.5486568,0.00020000001
0.05918715,0.97901005,2.7418168,0.540159,0.00020000001
0.035337396,0.9883302,2.8330538,0.55304277,8.0000005e-05
0.028819658,0.99083644,2.8608916,0.5457785,8.0000005e-05
0.02701185,0.9913847,2.9801164,0.54385966,8.0000005e-05
0.02617395,0.99130636,3.078715,0.5326206,8.0000005e-05
0.024357181,0.99181545,3.1465523,0.5427632,8.0000005e-05
0.021812888,0.9930295,3.1881804,0.54536736,8.0000005e-05
0.020439161,0.99306864,3.2399895,0.5519463,8.0000005e-05
0.022842733,0.99185467,3.2921941,0.5350877,8.0000005e-05
0.022182666,0.99295115,3.3340724,0.546875,8.0000005e-05
0.014882814,0.9950658,3.3468602,0.55016446,3.2000004e-05
0.012791423,0.99600565,3.4052982,0.55126095,3.2000004e-05
